,blood_mac_1,blood_mac_2,blood_mac_3,sm_mac_1,sm_mac_2,sm_mac_3
Xkr4,0.43007789048515,0,0,2.67096931408599,0.101917582716055,1.03793278994922
Rp1,0.0921595479611036,0.111916119614456,0.0310275730250996,3.63706459790432,0.203835165432111,0.581242362371565
Sox17,8.20219976853822,5.70772210033728,4.46797051561435,16.0258158845159,3.63506045020597,1.45310590592891
Mrpl15,22.54836940115,19.1376564540721,16.3205034112024,16.5372780935962,14.9139396041161,14.9877494868668
Lypla1,95.446571838383,54.2047072666017,79.1513387870291,46.5998901606491,46.7461979390974,49.1564969319952
Tcea1,100.085269085759,75.4687699933484,87.2495353465802,79.0493258700768,88.0228189390998,82.5779327683602
Rgs20,1.78175126058134,1.1937719425542,0.80671689865259,7.21730006146639,1.73259890617294,3.03076374665173
Atp6v1h,76.8303431502401,56.2565027928668,58.7041681634885,60.4661989401594,54.5938518082336,52.8930549758124
Oprk1,0.522237438446254,0,0,1.25024095552961,0.101917582716055,1.12096741314516
Rb1cc1,68.1980654912167,55.58500607518,70.8669767893276,78.9356676013923,76.9138024230498,73.9008146443847
St18,1.6281520139795,1.64143642101203,5.15057712216654,6.30803391199031,2.61588462304542,3.86110997861111
Pcmtd1,55.1728493793807,46.2959681471801,64.8476276224582,67.3993533299145,62.645340842802,58.4978920415382
Rrs1,16.4965590850375,21.0775358607226,21.0987496570677,17.7306899147836,16.3407857621409,13.0779531533602
Adhfe1,51.8858255021013,36.7830979799513,45.8587529310973,22.504337199533,12.3660000362147,16.4823727043937
2610203C22Rik,5.95965076815137,2.79790299036141,2.73042642620877,7.3309583301509,7.16820331769589,7.14097759485066
3110035E14Rik,0.645116835727725,0.783412837301195,0.620551460501993,2.72779844842824,1.69862637860092,1.99283095670251
Mybl1,3.04126508271642,3.28287284202406,3.38200545973586,3.52340632921981,2.9556098987656,3.57048879742533
Vcpip1,91.268672330813,107.103726471035,108.782671025999,106.270481220017,139.423253155564,117.369439887458
Sgk3,122.387879692346,84.6085864285291,116.229288552023,99.2804976959196,104.02387942552,107.32225048075
6030422M02Rik,52.5309423378291,48.7208174054934,34.8439645071869,284.372988248644,65.9406760172878,110.228462292608
Snhg6,6.20540956271431,8.84137344954206,6.32962489712032,5.85340083725227,8.90080222386883,5.27269857294206
Cops5,40.1201232124005,35.8877690230357,30.5621594297231,32.7335813811389,33.2591044930061,31.0134317636828
Cspp1,23.2856457848389,17.9438845115178,25.7528856108327,23.6977490207204,20.9610495119354,22.5854175092951
Arfgef1,169.020610960664,142.431914895998,188.895864576807,163.326932099641,184.097126912768,175.244572255027
Prex2,22.8555678943537,10.2216722581204,13.6831597040689,75.8100652125682,8.76491211358076,15.9426476536201
A830018L16Rik,1.56671231533876,1.04455044973493,1.21007534797889,5.45559689685648,1.46081868559679,2.82317718866189
Sulf1,1.50527261669803,0.29844298563855,1.05493748285339,6.08071737462129,1.42684615802477,1.78524439871266
Slco5a1,3.96286056232746,1.26838268896384,0.80671689865259,3.58023546356207,1.15506593744863,1.45310590592891
Prdm14,0.43007789048515,0.149221492819275,0.310275730250996,2.21633623934795,1.01917582716055,1.24551934793907
Ncoa2,124.661148542053,121.055936049637,158.768091169435,149.17647764842,152.095005939927,159.011303420221
Tram1,134.552940023211,100.426064667372,121.224727809064,107.179747369493,111.871533294657,115.335091619158
Lactb2,92.6203457009091,56.5176404053005,82.8746475500411,43.2469712344561,29.6580165703721,30.722810582497
